City,Floor,Rooms,Sqm,District,Broker,Currency,HTML_ID,Agency,Type,Source,nFloor,Price,ID,Price_USD,price_per_sqm
Երևան,4.0,4.0,141.0,քանաքեռ_զեյթուն,գործակալ,$,5138,1.0,Քարե,my_realty,4.0,80000.0,85632.0,80000.0,567.38
Երևան,6.0,2.0,72.0,կենտրոն,գործակալ,$,5139,1.0,Մոնոլիտ,my_realty,22.0,155000.0,83256.0,155000.0,2152.78
Երևան,3.0,4.0,170.0,աջափնյակ,գործակալ,$,5140,1.0,Մոնոլիտ,my_realty,4.0,200000.0,85702.0,200000.0,1176.47
Երևան,8.0,6.0,177.0,շենգավիթ,գործակալ,$,5141,1.0,Քարե,my_realty,8.0,135000.0,85584.0,135000.0,762.71
Երևան,2.0,2.0,55.0,կենտրոն,գործակալ,$,5142,1.0,Մոնոլիտ,my_realty,5.0,102000.0,84677.0,102000.0,1854.55
Երևան,7.0,5.0,227.0,դավթաշեն,գործակալ,$,5143,1.0,Մոնոլիտ,my_realty,15.0,368000.0,83261.0,368000.0,1621.15
Երևան,3.0,4.0,121.0,կենտրոն,գործակալ,$,5144,1.0,Քարե,my_realty,4.0,335000.0,82703.0,335000.0,2768.6
Երևան,2.0,3.0,87.0,կենտրոն,գործակալ,$,5145,1.0,Պանելային,my_realty,9.0,102000.0,82714.0,102000.0,1172.41
Երևան,2.0,2.0,76.0,արաբկիր,գործակալ,$,5146,1.0,Պանելային,my_realty,9.0,97000.0,83171.0,97000.0,1276.32
Երևան,4.0,3.0,83.0,կենտրոն,գործակալ,$,5147,1.0,Քարե,my_realty,4.0,129000.0,83736.0,129000.0,1554.22
Երևան,4.0,2.0,41.0,կենտրոն,գործակալ,$,5148,1.0,Քարե,my_realty,4.0,68000.0,84534.0,68000.0,1658.54
Երևան,3.0,4.0,177.0,կենտրոն,գործակալ,$,5149,1.0,Մոնոլիտ,my_realty,8.0,270000.0,74008.0,270000.0,1525.42
Երևան,10.0,3.0,103.0,կենտրոն,գործակալ,$,5150,1.0,Մոնոլիտ,my_realty,14.0,115000.0,83861.0,115000.0,1116.5
Երևան,11.0,1.0,38.0,կենտրոն,գործակալ,$,5151,1.0,Մոնոլիտ,my_realty,11.0,57000.0,84528.0,57000.0,1500.0
Երևան,3.0,2.0,64.0,կենտրոն,գործակալ,$,5152,1.0,Քարե,my_realty,5.0,80000.0,83891.0,80000.0,1250.0
Երևան,4.0,4.0,104.0,դավթաշեն,գործակալ,$,5153,1.0,Մոնոլիտ,my_realty,15.0,130000.0,87064.0,130000.0,1250.0
Երևան,2.0,3.0,135.0,արաբկիր,գործակալ,$,5154,1.0,Մոնոլիտ,my_realty,22.0,160000.0,83652.0,160000.0,1185.19
Երևան,4.0,2.0,54.0,շենգավիթ,գործակալ,$,5155,1.0,Քարե,my_realty,5.0,51000.0,77373.0,51000.0,944.44
Երևան,8.0,3.0,93.0,կենտրոն,գործակալություն,$,5156,1.0,Մոնոլիտ,my_realty,10.0,146000.0,62938.0,146000.0,1569.89
Երևան,2.0,2.0,65.0,արաբկիր,գործակալ,$,5157,1.0,Քարե,my_realty,5.0,80000.0,86252.0,80000.0,1230.77
Երևան,10.0,3.0,135.0,դավթաշեն,գործակալ,$,5158,1.0,Մոնոլիտ,my_realty,15.0,145000.0,87070.0,145000.0,1074.07
Երևան,4.0,3.0,111.0,կենտրոն,գործակալություն,$,5159,1.0,Քարե,my_realty,4.0,150000.0,66580.0,150000.0,1351.35
Երևան,6.0,3.0,90.0,կենտրոն,գործակալություն,$,5160,1.0,Մոնոլիտ,my_realty,8.0,170000.0,76019.0,170000.0,1888.89
Երևան,5.0,3.0,67.0,կենտրոն,գործակալություն,$,5161,1.0,Քարե,my_realty,5.0,100000.0,68061.0,100000.0,1492.54
Երևան,4.0,3.0,90.0,կենտրոն,գործակալ,$,5162,1.0,Քարե,my_realty,4.0,130000.0,83195.0,130000.0,1444.44
Երևան,4.0,3.0,105.0,դավթաշեն,գործակալություն,$,5163,1.0,Պանելային,my_realty,9.0,93000.0,68219.0,93000.0,885.71
Երևան,10.0,4.0,170.0,կենտրոն,գործակալ,$,5164,1.0,Մոնոլիտ,my_realty,13.0,370000.0,90762.0,370000.0,2176.47
Երևան,1.0,3.0,69.0,արաբկիր,գործակալ,$,5165,1.0,Քարե,my_realty,6.0,63000.0,84539.0,63000.0,913.04
Երևան,2.0,3.0,100.0,արաբկիր,գործակալ,$,5166,1.0,Քարե,my_realty,9.0,135000.0,83242.0,135000.0,1350.0
Երևան,7.0,4.0,208.0,կենտրոն,գործակալ,$,5167,1.0,Մոնոլիտ,my_realty,9.0,850000.0,91766.0,850000.0,4086.54
Երևան,7.0,3.0,94.0,արաբկիր,գործակալ,$,5168,1.0,Մոնոլիտ,my_realty,9.0,220000.0,91769.0,220000.0,2340.43
Երևան,1.0,2.0,67.0,կենտրոն,գործակալ,$,5169,1.0,Քարե,my_realty,5.0,153000.0,91770.0,153000.0,2283.58
Երևան,3.0,3.0,54.0,արաբկիր,գործակալ,$,5170,1.0,Քարե,my_realty,5.0,73000.0,91772.0,73000.0,1351.85
Երևան,3.0,3.0,107.0,արաբկիր,գործակալ,$,5171,1.0,Մոնոլիտ,my_realty,8.0,148000.0,84697.0,148000.0,1383.18
Երևան,5.0,2.0,68.0,կենտրոն,գործակալություն,$,5172,1.0,Քարե,my_realty,5.0,79000.0,74530.0,79000.0,1161.76
Երևան,4.0,2.0,60.0,արաբկիր,գործակալ,$,5173,1.0,Քարե,my_realty,5.0,72000.0,84732.0,72000.0,1200.0
Երևան,5.0,3.0,50.0,կենտրոն,գործակալ,$,5174,1.0,Քարե,my_realty,5.0,110000.0,88070.0,110000.0,2200.0
Երևան,11.0,2.0,72.0,կենտրոն,գործակալություն,$,5175,1.0,Պանելային,my_realty,11.0,78600.0,75217.0,78600.0,1091.67
Երևան,12.0,4.0,104.0,կենտրոն,գործակալ,$,5176,1.0,Պանելային,my_realty,16.0,78000.0,78150.0,78000.0,750.0
Երևան,3.0,3.0,80.0,կենտրոն,գործակալ,$,5177,1.0,Մոնոլիտ,my_realty,10.0,105000.0,73210.0,105000.0,1312.5
Երևան,2.0,2.0,64.0,կենտրոն,գործակալ,$,5178,1.0,Մոնոլիտ,my_realty,10.0,141000.0,83936.0,141000.0,2203.12
Երևան,5.0,2.0,73.0,արաբկիր,գործակալ,$,5179,1.0,Քարե,my_realty,7.0,75000.0,84734.0,75000.0,1027.4
Երևան,15.0,3.0,74.0,արաբկիր,գործակալ,$,5180,1.0,Մոնոլիտ,my_realty,16.0,112000.0,79780.0,112000.0,1513.51
Երևան,2.0,2.0,64.0,կենտրոն,գործակալ,$,5181,1.0,Քարե,my_realty,5.0,73000.0,72721.0,73000.0,1140.62
Երևան,7.0,1.0,45.0,շենգավիթ,գործակալ,$,5182,1.0,Պանելային,my_realty,10.0,45000.0,77376.0,45000.0,1000.0
Երևան,5.0,4.0,160.0,կենտրոն,գործակալ,$,5183,1.0,Մոնոլիտ,my_realty,8.0,560000.0,85535.0,560000.0,3500.0
Երևան,1.0,3.0,100.0,կենտրոն,գործակալություն,$,5184,1.0,Քարե,my_realty,3.0,58000.0,72490.0,58000.0,580.0
Երևան,4.0,3.0,74.0,կենտրոն,գործակալություն,$,5185,1.0,Քարե,my_realty,4.0,110000.0,77945.0,110000.0,1486.49
Երևան,4.0,3.0,70.0,քանաքեռ_զեյթուն,գործակալ,$,5186,1.0,Պանելային,my_realty,9.0,60000.0,86374.0,60000.0,857.14
Երևան,8.0,4.0,125.0,ավան,գործակալ,$,5187,1.0,Մոնոլիտ,my_realty,14.0,149000.0,91758.0,149000.0,1192.0
Երևան,6.0,4.0,147.0,կենտրոն,գործակալ,$,5188,1.0,Մոնոլիտ,my_realty,6.0,220000.0,77456.0,220000.0,1496.6
Երևան,4.0,3.0,62.0,կենտրոն,գործակալ,$,5189,1.0,Մոնոլիտ,my_realty,6.0,185000.0,85590.0,185000.0,2983.87
Երևան,5.0,4.0,93.0,քանաքեռ_զեյթուն,գործակալ,$,5190,1.0,Քարե,my_realty,5.0,67000.0,76033.0,67000.0,720.43
Երևան,8.0,2.0,68.0,կենտրոն,գործակալ,$,5191,1.0,Պանելային,my_realty,16.0,115000.0,83917.0,115000.0,1691.18
Երևան,6.0,4.0,116.0,քանաքեռ_զեյթուն,գործակալ,$,5192,1.0,Մոնոլիտ,my_realty,6.0,75000.0,85640.0,75000.0,646.55
Երևան,2.0,3.0,120.0,կենտրոն,գործակալ,$,5193,1.0,Քարե,my_realty,4.0,185000.0,83935.0,185000.0,1541.67
Երևան,2.0,3.0,76.0,արաբկիր,գործակալ,$,5194,1.0,Քարե,my_realty,4.0,125000.0,83918.0,125000.0,1644.74
Երևան,11.0,2.0,79.0,կենտրոն,գործակալ,$,5195,1.0,Մոնոլիտ,my_realty,15.0,153000.0,88613.0,153000.0,1936.71
Երևան,2.0,4.0,94.0,նոր_նորք,գործակալություն,$,5196,1.0,Քարե,my_realty,5.0,75000.0,92752.0,75000.0,797.87
Երևան,4.0,3.0,82.0,կենտրոն,գործակալ,$,5197,1.0,Մոնոլիտ,my_realty,7.0,180000.0,78982.0,180000.0,2195.12
Երևան,2.0,3.0,79.0,արաբկիր,գործակալ,$,5198,1.0,Քարե,my_realty,6.0,83000.0,83192.0,83000.0,1050.63
Երևան,4.0,2.0,73.0,կենտրոն,գործակալություն,$,5199,1.0,Քարե,my_realty,4.0,125000.0,69577.0,125000.0,1712.33
Երևան,13.0,2.0,80.0,կենտրոն,գործակալ,$,5200,1.0,Մոնոլիտ,my_realty,17.0,155000.0,85555.0,155000.0,1937.5
Երևան,1.0,5.0,130.0,աջափնյակ,գործակալ,$,5201,1.0,Քարե,my_realty,5.0,112000.0,85478.0,112000.0,861.54
Երևան,3.0,3.0,100.0,կենտրոն,գործակալ,$,5202,1.0,Քարե,my_realty,3.0,217000.0,86263.0,217000.0,2170.0
Երևան,4.0,2.0,71.0,արաբկիր,գործակալ,$,5203,1.0,Պանելային,my_realty,9.0,105000.0,90783.0,105000.0,1478.87
Երևան,7.0,4.0,123.0,կենտրոն,գործակալ,$,5204,1.0,Պանելային,my_realty,16.0,170000.0,90770.0,170000.0,1382.11
Երևան,7.0,4.0,185.0,կենտրոն,գործակալ,$,5205,1.0,Մոնոլիտ,my_realty,9.0,310000.0,85562.0,310000.0,1675.68
Երևան,4.0,5.0,150.0,կենտրոն,գործակալություն,$,5206,1.0,Մոնոլիտ,my_realty,6.0,210000.0,78971.0,210000.0,1400.0
Երևան,4.0,3.0,100.0,արաբկիր,գործակալ,$,5207,1.0,Պանելային,my_realty,14.0,100000.0,92750.0,100000.0,1000.0
Երևան,5.0,4.0,150.0,արաբկիր,գործակալ,$,5208,1.0,Քարե,my_realty,5.0,110000.0,93319.0,110000.0,733.33
Երևան,2.0,3.0,170.0,արաբկիր,գործակալ,$,5209,1.0,Քարե,my_realty,4.0,105000.0,93322.0,105000.0,617.65
Երևան,5.0,4.0,92.0,շենգավիթ,գործակալ,$,5210,1.0,Քարե,my_realty,5.0,55000.0,73165.0,55000.0,597.83
Երևան,5.0,4.0,140.0,կենտրոն,գործակալ,$,5211,1.0,Մոնոլիտ,my_realty,7.0,320000.0,62768.0,320000.0,2285.71
Երևան,5.0,2.0,64.0,աջափնյակ,գործակալ,$,5212,1.0,Պանելային,my_realty,16.0,36000.0,75327.0,36000.0,562.5
Երևան,3.0,2.0,75.0,կենտրոն,գործակալ,$,5213,1.0,Քարե,my_realty,3.0,120000.0,61724.0,120000.0,1600.0
Երևան,5.0,1.0,75.0,կենտրոն,գործակալ,$,5214,1.0,Քարե,my_realty,5.0,152000.0,80276.0,152000.0,2026.67
Երևան,3.0,2.0,64.0,կենտրոն,գործակալ,$,5215,1.0,Մոնոլիտ,my_realty,15.0,194000.0,72882.0,194000.0,3031.25
Երևան,15.0,3.0,74.0,արաբկիր,գործակալ,$,5216,1.0,Մոնոլիտ,my_realty,16.0,114000.0,79613.0,114000.0,1540.54
Երևան,5.0,2.0,68.0,արաբկիր,գործակալ,$,5217,1.0,Քարե,my_realty,5.0,64000.0,72040.0,64000.0,941.18
Երևան,2.0,2.0,63.0,շենգավիթ,գործակալ,$,5218,1.0,Այլ,my_realty,3.0,45000.0,77154.0,45000.0,714.29
Երևան,2.0,2.0,65.0,մալաթիա_սեբաստիա,գործակալ,$,5219,1.0,Քարե,my_realty,5.0,43000.0,83923.0,43000.0,661.54
Երևան,5.0,2.0,56.0,արաբկիր,գործակալ,$,5220,1.0,Այլ,my_realty,5.0,65000.0,76663.0,65000.0,1160.71
Երևան,3.0,1.0,85.0,շենգավիթ,գործակալ,$,5221,1.0,Այլ,my_realty,9.0,60000.0,76805.0,60000.0,705.88
Երևան,5.0,2.0,51.0,կենտրոն,գործակալ,$,5222,1.0,Պանելային,my_realty,14.0,73000.0,74087.0,73000.0,1431.37
Երևան,10.0,2.0,45.0,շենգավիթ,գործակալ,$,5223,1.0,Պանելային,my_realty,10.0,46000.0,81754.0,46000.0,1022.22
Երևան,2.0,2.0,51.0,շենգավիթ,գործակալ,$,5224,1.0,Քարե,my_realty,4.0,36000.0,71638.0,36000.0,705.88
Երևան,4.0,3.0,84.0,կենտրոն,գործակալ,$,5225,1.0,Քարե,my_realty,4.0,92000.0,89261.0,92000.0,1095.24
Երևան,4.0,4.0,113.0,շենգավիթ,գործակալ,$,5226,1.0,Քարե,my_realty,4.0,44000.0,89248.0,44000.0,389.38
Երևան,9.0,4.0,170.0,կենտրոն,գործակալ,$,5227,1.0,Այլ,my_realty,13.0,370000.0,89238.0,370000.0,2176.47
Երևան,3.0,4.0,86.0,ավան,գործակալ,$,5228,1.0,Պանելային,my_realty,9.0,62000.0,89209.0,62000.0,720.93
Երևան,5.0,2.0,50.0,քանաքեռ_զեյթուն,գործակալ,$,5229,1.0,Քարե,my_realty,5.0,42000.0,85334.0,42000.0,840.0
Երևան,3.0,3.0,108.0,ավան,գործակալ,$,5230,1.0,Պանելային,my_realty,14.0,70000.0,90481.0,70000.0,648.15
Երևան,3.0,4.0,108.0,կենտրոն,գործակալություն,$,5231,1.0,Քարե,my_realty,5.0,163000.0,92755.0,163000.0,1509.26
Երևան,5.0,3.0,77.0,արաբկիր,գործակալ,$,5232,1.0,Քարե,my_realty,5.0,100000.0,93328.0,100000.0,1298.7
Երևան,5.0,3.0,72.0,արաբկիր,գործակալություն,$,5233,1.0,Քարե,my_realty,5.0,90000.0,93291.0,90000.0,1250.0
Երևան,7.0,3.0,78.0,մալաթիա_սեբաստիա,գործակալ,$,5234,1.0,Պանելային,my_realty,14.0,68000.0,91235.0,68000.0,871.79
Երևան,5.0,2.0,58.0,արաբկիր,գործակալ,$,5235,1.0,Քարե,my_realty,5.0,82000.0,91238.0,82000.0,1413.79
Երևան,1.0,3.0,75.0,դավթաշեն,գործակալ,$,5236,1.0,Պանելային,my_realty,9.0,72000.0,73680.0,72000.0,960.0
Երևան,4.0,4.0,98.0,մալաթիա_սեբաստիա,գործակալ,$,5237,1.0,Քարե,my_realty,5.0,73500.0,84258.0,73500.0,750.0
Երևան,3.0,2.0,66.0,արաբկիր,գործակալ,$,5238,1.0,Այլ,my_realty,5.0,66000.0,82629.0,66000.0,1000.0
Երևան,12.0,3.0,84.0,արաբկիր,գործակալ,$,5240,1.0,Մոնոլիտ,my_realty,18.0,130000.0,71665.0,130000.0,1547.62
Երևան,2.0,2.0,54.0,արաբկիր,գործակալ,$,5241,1.0,Մոնոլիտ,my_realty,8.0,77000.0,82943.0,77000.0,1425.93
Երևան,7.0,3.0,90.0,մալաթիա_սեբաստիա,գործակալ,$,5242,1.0,Պանելային,my_realty,14.0,55000.0,83484.0,55000.0,611.11
Երևան,5.0,2.0,52.0,էրեբունի,գործակալ,$,5243,1.0,Այլ,my_realty,5.0,52000.0,82972.0,52000.0,1000.0
Երևան,4.0,2.0,64.0,արաբկիր,գործակալ,$,5244,1.0,Քարե,my_realty,4.0,85000.0,91279.0,85000.0,1328.12
Երևան,2.0,3.0,90.0,կենտրոն,գործակալ,$,5245,1.0,Պանելային,my_realty,9.0,155000.0,72564.0,155000.0,1722.22
Երևան,3.0,2.0,52.0,մալաթիա_սեբաստիա,գործակալ,$,5246,1.0,Քարե,my_realty,5.0,46000.0,91841.0,46000.0,884.62
Երևան,11.0,1.0,40.0,նոր_նորք,գործակալ,$,5247,1.0,Պանելային,my_realty,12.0,33000.0,91894.0,33000.0,825.0
Երևան,11.0,3.0,70.0,կենտրոն,գործակալ,$,5248,1.0,Այլ,my_realty,16.0,105000.0,91899.0,105000.0,1500.0
Երևան,7.0,2.0,70.0,կենտրոն,գործակալ,$,5249,1.0,Այլ,my_realty,11.0,120000.0,91910.0,120000.0,1714.29
Երևան,2.0,2.0,37.0,նոր_նորք,գործակալ,$,5250,1.0,Այլ,my_realty,5.0,37000.0,91947.0,37000.0,1000.0
Երևան,3.0,3.0,88.0,կենտրոն,գործակալ,$,5251,1.0,Այլ,my_realty,9.0,88000.0,91957.0,88000.0,1000.0
Երևան,4.0,3.0,89.0,արաբկիր,գործակալ,$,5252,1.0,Պանելային,my_realty,15.0,71000.0,70435.0,71000.0,797.75
Երևան,9.0,3.0,78.0,մալաթիա_սեբաստիա,գործակալ,$,5253,1.0,Պանելային,my_realty,14.0,52000.0,53752.0,52000.0,666.67
Երևան,3.0,3.0,80.0,աջափնյակ,գործակալ,$,5254,1.0,Պանելային,my_realty,9.0,65000.0,69161.0,65000.0,812.5
Երևան,11.0,3.0,155.0,արաբկիր,գործակալ,$,5255,1.0,Այլ,my_realty,15.0,113000.0,77941.0,113000.0,729.03
Երևան,1.0,1.0,58.0,էրեբունի,գործակալ,$,5256,1.0,Քարե,my_realty,5.0,38000.0,74661.0,38000.0,655.17
Երևան,4.0,1.0,41.0,արաբկիր,գործակալ,$,5257,1.0,Քարե,my_realty,5.0,51000.0,59372.0,51000.0,1243.9
Երևան,4.0,3.0,90.0,արաբկիր,գործակալ,$,5258,1.0,Քարե,my_realty,5.0,95000.0,89929.0,95000.0,1055.56
Երևան,3.0,2.0,66.0,աջափնյակ,գործակալ,$,5259,1.0,Մոնոլիտ,my_realty,12.0,67000.0,89949.0,67000.0,1015.15
Երևան,3.0,2.0,65.0,էրեբունի,գործակալ,$,5260,1.0,Քարե,my_realty,4.0,62000.0,89952.0,62000.0,953.85
Երևան,4.0,3.0,76.0,մալաթիա_սեբաստիա,գործակալ,$,5261,1.0,Պանելային,my_realty,9.0,56000.0,89963.0,56000.0,736.84
Երևան,3.0,2.0,64.0,քանաքեռ_զեյթուն,գործակալ,$,5262,1.0,Պանելային,my_realty,13.0,84000.0,89994.0,84000.0,1312.5
Երևան,8.0,3.0,79.0,ավան,գործակալ,$,5263,1.0,Պանելային,my_realty,9.0,56000.0,89998.0,56000.0,708.86
Երևան,2.0,3.0,76.0,քանաքեռ_զեյթուն,գործակալ,$,5264,1.0,Պանելային,my_realty,9.0,72000.0,90008.0,72000.0,947.37
Երևան,4.0,1.0,72.0,ավան,գործակալ,$,5265,1.0,Պանելային,my_realty,9.0,52000.0,90010.0,52000.0,722.22
Երևան,4.0,1.0,43.0,կենտրոն,գործակալ,$,5266,1.0,Պանելային,my_realty,9.0,56000.0,90025.0,56000.0,1302.33
Երևան,5.0,1.0,48.0,կենտրոն,գործակալ,$,5267,1.0,Պանելային,my_realty,10.0,115000.0,73030.0,115000.0,2395.83
Երևան,3.0,3.0,54.0,կենտրոն,գործակալ,$,5268,1.0,Այլ,my_realty,14.0,75000.0,91057.0,75000.0,1388.89
Երևան,5.0,3.0,86.0,արաբկիր,գործակալ,$,5269,1.0,Մոնոլիտ,my_realty,5.0,133000.0,91046.0,133000.0,1546.51
Երևան,7.0,3.0,96.0,արաբկիր,գործակալ,$,5270,1.0,Մոնոլիտ,my_realty,8.0,158000.0,91040.0,158000.0,1645.83
Երևան,6.0,2.0,46.0,արաբկիր,գործակալ,$,5271,1.0,Այլ,my_realty,8.0,76000.0,91031.0,76000.0,1652.17
Երևան,10.0,4.0,106.0,կենտրոն,գործակալ,$,5272,1.0,Մոնոլիտ,my_realty,18.0,270000.0,91029.0,270000.0,2547.17
Երևան,2.0,3.0,85.0,արաբկիր,գործակալ,$,5273,1.0,Մոնոլիտ,my_realty,8.0,130000.0,90956.0,130000.0,1529.41
Երևան,5.0,4.0,176.0,կենտրոն,գործակալ,$,5274,1.0,Մոնոլիտ,my_realty,14.0,450000.0,81795.0,450000.0,2556.82
Երևան,4.0,3.0,80.0,կենտրոն,գործակալություն,$,5275,1.0,Քարե,my_realty,5.0,210000.0,69486.0,210000.0,2625.0
Երևան,1.0,3.0,81.0,կենտրոն,գործակալություն,$,5276,1.0,Քարե,my_realty,5.0,255000.0,88003.0,255000.0,3148.15
Երևան,10.0,3.0,135.0,կենտրոն,գործակալություն,$,5277,1.0,Մոնոլիտ,my_realty,13.0,400000.0,78856.0,400000.0,2962.96
Երևան,8.0,3.0,128.0,կենտրոն,գործակալ,$,5278,1.0,Մոնոլիտ,my_realty,8.0,390000.0,66290.0,390000.0,3046.88
Երևան,14.0,4.0,250.0,կենտրոն,գործակալ,$,5279,1.0,Մոնոլիտ,my_realty,14.0,800000.0,79391.0,800000.0,3200.0
Երևան,10.0,4.0,170.0,կենտրոն,գործակալություն,$,5280,1.0,Մոնոլիտ,my_realty,13.0,360000.0,76403.0,360000.0,2117.65
Երևան,15.0,3.0,140.0,կենտրոն,գործակալություն,$,5281,1.0,Մոնոլիտ,my_realty,17.0,310000.0,91044.0,310000.0,2214.29
Երևան,2.0,3.0,80.0,կենտրոն,գործակալ,$,5283,1.0,Քարե,my_realty,4.0,204000.0,75708.0,204000.0,2550.0
Երևան,12.0,4.0,170.0,կենտրոն,գործակալ,$,5284,1.0,Մոնոլիտ,my_realty,17.0,315000.0,81622.0,315000.0,1852.94
Երևան,7.0,4.0,140.0,արաբկիր,գործակալություն,$,5285,1.0,Մոնոլիտ,my_realty,9.0,250000.0,91016.0,250000.0,1785.71
Երևան,5.0,4.0,200.0,կենտրոն,գործակալություն,$,5286,1.0,Մոնոլիտ,my_realty,10.0,505000.0,69164.0,505000.0,2525.0
Երևան,10.0,3.0,120.0,կենտրոն,գործակալ,$,5287,1.0,Մոնոլիտ,my_realty,10.0,240000.0,89887.0,240000.0,2000.0
Երևան,10.0,5.0,224.0,կենտրոն,գործակալություն,$,5288,1.0,Մոնոլիտ,my_realty,22.0,475000.0,65320.0,475000.0,2120.54
Երևան,8.0,4.0,141.0,կենտրոն,գործակալություն,$,5289,1.0,Քարե,my_realty,8.0,350000.0,72230.0,350000.0,2482.27
Երևան,5.0,5.0,185.0,կենտրոն,գործակալ,$,5291,1.0,Քարե,my_realty,6.0,340000.0,88283.0,340000.0,1837.84
Երևան,8.0,5.0,215.0,կենտրոն,գործակալություն,$,5292,1.0,Մոնոլիտ,my_realty,9.0,409000.0,91567.0,409000.0,1902.33
Երևան,8.0,4.0,123.0,կենտրոն,գործակալ,$,5293,1.0,Մոնոլիտ,my_realty,15.0,345000.0,90829.0,345000.0,2804.88
Երևան,4.0,3.0,98.0,կենտրոն,գործակալ,$,5294,1.0,Քարե,my_realty,4.0,210000.0,90825.0,210000.0,2142.86
Երևան,13.0,4.0,173.0,կենտրոն,գործակալ,$,5295,1.0,Մոնոլիտ,my_realty,22.0,400000.0,65595.0,400000.0,2312.14
Երևան,4.0,4.0,180.0,կենտրոն,գործակալ,$,5296,1.0,Քարե,my_realty,5.0,360000.0,85627.0,360000.0,2000.0
Երևան,7.0,5.0,227.0,դավթաշեն,գործակալություն,$,5297,1.0,Մոնոլիտ,my_realty,15.0,365000.0,81445.0,365000.0,1607.93
Երևան,4.0,4.0,117.0,կենտրոն,գործակալ,$,5298,1.0,Քարե,my_realty,5.0,205000.0,86532.0,205000.0,1752.14
Երևան,4.0,5.0,265.0,կենտրոն,գործակալություն,$,5299,1.0,Այլ,my_realty,5.0,350000.0,76483.0,350000.0,1320.75
Երևան,4.0,4.0,130.0,կենտրոն,գործակալություն,$,5300,1.0,Մոնոլիտ,my_realty,18.0,390000.0,81799.0,390000.0,3000.0
Երևան,6.0,3.0,101.0,դավթաշեն,գործակալություն,$,5301,1.0,Մոնոլիտ,my_realty,11.0,92000.0,91510.0,92000.0,910.89
Երևան,2.0,3.0,85.0,արաբկիր,գործակալություն,$,5302,1.0,Քարե,my_realty,5.0,105000.0,78802.0,105000.0,1235.29
Երևան,8.0,2.0,78.0,կենտրոն,գործակալ,$,5303,1.0,Մոնոլիտ,my_realty,18.0,195000.0,74227.0,195000.0,2500.0
Երևան,5.0,3.0,98.0,դավթաշեն,գործակալ,$,5304,1.0,Այլ,my_realty,12.0,160000.0,90508.0,160000.0,1632.65
Երևան,1.0,2.0,56.0,քանաքեռ_զեյթուն,գործակալ,$,5305,1.0,Քարե,my_realty,4.0,44000.0,73804.0,44000.0,785.71
Երևան,2.0,2.0,72.0,արաբկիր,գործակալ,$,5306,1.0,Մոնոլիտ,my_realty,8.0,109000.0,73626.0,109000.0,1513.89
Երևան,11.0,3.0,86.0,արաբկիր,գործակալ,$,5307,1.0,Պանելային,my_realty,12.0,67000.0,84290.0,67000.0,779.07
Երևան,6.0,1.0,38.0,մալաթիա_սեբաստիա,գործակալ,$,5308,1.0,Պանելային,my_realty,9.0,35000.0,84422.0,35000.0,921.05
Երևան,5.0,3.0,84.0,մալաթիա_սեբաստիա,գործակալ,$,5309,1.0,Պանելային,my_realty,14.0,65000.0,70464.0,65000.0,773.81
Երևան,5.0,3.0,102.0,աջափնյակ,գործակալ,$,5310,1.0,Մոնոլիտ,my_realty,6.0,145000.0,89739.0,145000.0,1421.57
Երևան,3.0,1.0,45.0,արաբկիր,գործակալ,$,5311,1.0,Քարե,my_realty,5.0,55000.0,89737.0,55000.0,1222.22
Երևան,8.0,3.0,83.0,աջափնյակ,գործակալ,$,5312,1.0,Պանելային,my_realty,16.0,65000.0,89734.0,65000.0,783.13
Երևան,3.0,3.0,120.0,աջափնյակ,գործակալ,$,5313,1.0,Պանելային,my_realty,14.0,79000.0,89729.0,79000.0,658.33
Երևան,6.0,3.0,78.0,մալաթիա_սեբաստիա,գործակալ,$,5314,1.0,Պանելային,my_realty,9.0,55000.0,89724.0,55000.0,705.13
Երևան,7.0,1.0,46.0,ավան,գործակալ,$,5315,1.0,Պանելային,my_realty,9.0,33000.0,89714.0,33000.0,717.39
Երևան,2.0,2.0,36.0,քանաքեռ_զեյթուն,գործակալ,$,5316,1.0,Քարե,my_realty,5.0,61000.0,89710.0,61000.0,1694.44
Երևան,8.0,1.0,40.0,մալաթիա_սեբաստիա,գործակալ,$,5317,1.0,Պանելային,my_realty,9.0,41000.0,83331.0,41000.0,1025.0
Երևան,2.0,1.0,82.0,կենտրոն,գործակալ,$,5318,1.0,Այլ,my_realty,12.0,175000.0,72381.0,175000.0,2134.15
Երևան,1.0,3.0,75.0,արաբկիր,գործակալ,$,5319,1.0,Քարե,my_realty,6.0,65000.0,80389.0,65000.0,866.67
Երևան,1.0,4.0,80.0,մալաթիա_սեբաստիա,գործակալ,$,5320,1.0,Քարե,my_realty,4.0,65000.0,89650.0,65000.0,812.5
Երևան,2.0,3.0,90.0,արաբկիր,գործակալ,$,5321,1.0,Մոնոլիտ,my_realty,8.0,130000.0,72289.0,130000.0,1444.44
Երևան,2.0,2.0,52.0,նոր_նորք,գործակալ,$,5322,1.0,Քարե,my_realty,5.0,43000.0,76825.0,43000.0,826.92
Երևան,8.0,2.0,50.0,մալաթիա_սեբաստիա,գործակալ,$,5323,1.0,Պանելային,my_realty,9.0,38000.0,91228.0,38000.0,760.0
